DataSetId,GroupNumber,LowerValue,MeasureCode,PeerGroupCode,PeerGroupName,PeerGroupTypeCode,PeerGroupTypeName,ProxyReportingUnitCode,ProxyReportingUnitName,ProxyReportingUnitTypeCode,ProxyReportingUnitTypeName,ReportedMeasureCode,ReportingUnitCode,ReportingUnitName,ReportingUnitTypeCode,ReportingUnitTypeName,UpperValue,Value,Caveats,Suppressions
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0014,The Children's Hospital at Westmead,H,Hospital,,4511.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0015,Sydney Children's Hospital,H,Hospital,,985.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0017,St Vincent's Hospital [Darlinghurst],H,Hospital,,5814.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0018,St Joseph's Hospital,H,Hospital,,330.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0019,Balmain Hospital,H,Hospital,,789.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0020,Canterbury Hospital,H,Hospital,,2096.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0021,Royal Prince Alfred Hospital,H,Hospital,,9173.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0023,Concord Repatriation Hospital,H,Hospital,,6283.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0026,Camden Hospital,H,Hospital,,513.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0027,Fairfield Hospital,H,Hospital,,4587.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0028,Liverpool Hospital,H,Hospital,,16980.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0029,Campbelltown Hospital,H,Hospital,,2842.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0030,Bankstown Lidcombe Hospital,H,Hospital,,5150.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0031,Braeside Hospital,H,Hospital,,,"[{""CaveatCode"":""X59"",""CaveatDisplayValue"":""NP"",""CaveatFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""CaveatName"":""HH small acute beds""}]","[{""SuppressionCode"":""X59"",""SuppressionDisplayValue"":""NP"",""SuppressionFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""SuppressionName"":""HH small acute beds""}]"
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0032,Bowral Hospital,H,Hospital,,1133.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0033,Sydney Hospital / Sydney Eye Hospital,H,Hospital,,633.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0034,Calvary Health Care - Sydney,H,Hospital,,237.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0036,War Memorial Hospital,H,Hospital,,102.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0037,Prince of Wales Hospital,H,Hospital,,2127.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0038,St George Hospital NSW,H,Hospital,,2535.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0039,Sutherland Hospital,H,Hospital,,3101.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0040,Royal Hospital for Women,H,Hospital,,1492.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0041,Bulli Hospital,H,Hospital,,591.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0042,Coledale Hospital,H,Hospital,,200.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0044,Milton Ulladulla Hospital,H,Hospital,,500.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0045,Port Kembla Hospital,H,Hospital,,519.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0046,Shoalhaven Hospital,H,Hospital,,2917.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0047,Wollongong Hospital,H,Hospital,,6771.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0048,Shellharbour Hospital,H,Hospital,,1998.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0050,David Berry Hospital,H,Hospital,,507.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0051,Auburn Hospital,H,Hospital,,3433.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0052,Blacktown Hospital,H,Hospital,,7117.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0053,Mount Druitt Hospital,H,Hospital,,1583.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0054,Westmead Hospital,H,Hospital,,11625.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0055,Blue Mountains Hospital,H,Hospital,,403.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0056,Nepean Hospital,H,Hospital,,5712.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0057,Springwood Hospital,H,Hospital,,339.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0061,Lithgow Hospital,H,Hospital,,,"[{""CaveatCode"":""X60"",""CaveatDisplayValue"":""<100"",""CaveatFootnote"":""Number of 'moments' was less than 100."",""CaveatName"":""HH less 100 moments""}]","[{""SuppressionCode"":""X60"",""SuppressionDisplayValue"":""<100"",""SuppressionFootnote"":""Number of 'moments' was less than 100."",""SuppressionName"":""HH less 100 moments""}]"
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0063,Greenwich Hospital,H,Hospital,,267.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0064,Neringah Hospital,H,Hospital,,,"[{""CaveatCode"":""X59"",""CaveatDisplayValue"":""NP"",""CaveatFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""CaveatName"":""HH small acute beds""}]","[{""SuppressionCode"":""X59"",""SuppressionDisplayValue"":""NP"",""SuppressionFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""SuppressionName"":""HH small acute beds""}]"
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0065,Hornsby Ku-ring-gai Hospital,H,Hospital,,2735.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0066,Manly Hospital,H,Hospital,,1280.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0067,Mona Vale Hospital,H,Hospital,,1168.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0068,Royal North Shore Hospital,H,Hospital,,6047.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0070,Ryde Hospital,H,Hospital,,1947.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0071,Gosford Hospital,H,Hospital,,5374.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0072,Woy Woy Hospital,H,Hospital,,,"[{""CaveatCode"":""X59"",""CaveatDisplayValue"":""NP"",""CaveatFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""CaveatName"":""HH small acute beds""}]","[{""SuppressionCode"":""X59"",""SuppressionDisplayValue"":""NP"",""SuppressionFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""SuppressionName"":""HH small acute beds""}]"
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0073,Long Jetty Health Care Centre,H,Hospital,,,"[{""CaveatCode"":""X59"",""CaveatDisplayValue"":""NP"",""CaveatFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""CaveatName"":""HH small acute beds""}]","[{""SuppressionCode"":""X59"",""SuppressionDisplayValue"":""NP"",""SuppressionFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""SuppressionName"":""HH small acute beds""}]"
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0074,Wyong Hospital,H,Hospital,,3034.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0075,Armidale Hospital,H,Hospital,,891.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0076,Barraba Multi Purpose Service,H,Hospital,,,"[{""CaveatCode"":""X59"",""CaveatDisplayValue"":""NP"",""CaveatFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""CaveatName"":""HH small acute beds""}]","[{""SuppressionCode"":""X59"",""SuppressionDisplayValue"":""NP"",""SuppressionFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""SuppressionName"":""HH small acute beds""}]"
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0077,Bingara Multi Purpose Service,H,Hospital,,,"[{""CaveatCode"":""X59"",""CaveatDisplayValue"":""NP"",""CaveatFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""CaveatName"":""HH small acute beds""}]","[{""SuppressionCode"":""X59"",""SuppressionDisplayValue"":""NP"",""SuppressionFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""SuppressionName"":""HH small acute beds""}]"
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0078,Boggabri Multi Purpose Service,H,Hospital,,,"[{""CaveatCode"":""X59"",""CaveatDisplayValue"":""NP"",""CaveatFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""CaveatName"":""HH small acute beds""}]","[{""SuppressionCode"":""X59"",""SuppressionDisplayValue"":""NP"",""SuppressionFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""SuppressionName"":""HH small acute beds""}]"
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0079,Glen Innes Hospital,H,Hospital,,,"[{""CaveatCode"":""X60"",""CaveatDisplayValue"":""<100"",""CaveatFootnote"":""Number of 'moments' was less than 100."",""CaveatName"":""HH less 100 moments""}]","[{""SuppressionCode"":""X60"",""SuppressionDisplayValue"":""<100"",""SuppressionFootnote"":""Number of 'moments' was less than 100."",""SuppressionName"":""HH less 100 moments""}]"
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0080,Gunnedah Hospital,H,Hospital,,289.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0081,Guyra Multi Purpose Service,H,Hospital,,,"[{""CaveatCode"":""X59"",""CaveatDisplayValue"":""NP"",""CaveatFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""CaveatName"":""HH small acute beds""}]","[{""SuppressionCode"":""X59"",""SuppressionDisplayValue"":""NP"",""SuppressionFootnote"":""Number of 'moments' not reported as the hospital had a small number of acute beds."",""SuppressionName"":""HH small acute beds""}]"
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0082,Inverell Hospital,H,Hospital,,122.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0083,Manilla Hospital,H,Hospital,,,"[{""CaveatCode"":""X60"",""CaveatDisplayValue"":""<100"",""CaveatFootnote"":""Number of 'moments' was less than 100."",""CaveatName"":""HH less 100 moments""}]","[{""SuppressionCode"":""X60"",""SuppressionDisplayValue"":""<100"",""SuppressionFootnote"":""Number of 'moments' was less than 100."",""SuppressionName"":""HH less 100 moments""}]"
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0084,Moree Hospital,H,Hospital,,112.0,,
7286,,,MYH0020,,,,,,,,,MYH-RM0209,H0085,Narrabri Hospital,H,Hospital,,487.0,,
